vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,condition,modifier_text,pressured_values,llm_decision,llm_confidence,llm_driving_values,llm_reasoning,dp_score_A0,dp_score_A1,dp_decision,llm_dp_agree,llm_changed_from_baseline,dp_changed_from_baseline,llm_change_explanation,axis,profile_strength
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_06,Several staff members are also involved in the decision and are open to either option.,Benevolence,A1,high,Security; Conformity; Power; Benevolence,"Prioritizing security and conformity to established rules, while maintaining control and ensuring moral responsibility, leads to choosing to maintain established procedures.",1.0,1.0,TIE,NO,NO,NO,,diffused_responsibility,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_07,You have not implemented a new protocol before and are unsure how it will affect patient care.,Self-Direction + Security,A1,high,Security; Conformity; Power; Benevolence,"Prioritizing security and conformity, the person chooses to maintain established procedures to ensure stability and control while upholding moral responsibility.",1.0,1.0,TIE,NO,NO,NO,,competence_uncertainty,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_08,The department head has recommended following established procedures during the pilot.,Conformity + Tradition,A1,high,Security; Conformity; Power; Benevolence,"Prioritizing security and conformity, the person chooses to maintain established procedures to ensure stability and follow rules, while their high power and benevolence values support controlling the environment responsibly.",1.0,1.5,A1,YES,NO,YES,,authority_signal,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,BASELINE,,,A1,high,Self-Direction; Hedonism; Power; Security; Conformity; Benevolence,"Preferring individual recognition aligns with valuing personal autonomy, power, and hedonistic pleasure, while maintaining conformity and benevolence by acknowledging measurable contributions within a secure and stable framework.",1.0,1.0,TIE,NO,,,,BASELINE,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_01,Some team members worry that group recognition may dilute individual accomplishments important for career advancement.,Achievement,A1,high,Self-Direction; Hedonism; Power; Security; Conformity; Benevolence,"Preferring individual recognition aligns with valuing personal autonomy, power, and hedonistic pleasure, while high conformity and security suggest following norms that reward individual achievement, and benevolence ensures fairness in recognizing true contributions.",1.0,1.5,A1,YES,NO,YES,,self_preservation,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_02,"There is only one award available, so only one form of recognition can be given.",Power + Achievement,A1,high,Self-Direction; Hedonism; Power; Security; Conformity; Benevolence,"Preferring personal autonomy, control, and recognition aligns with awarding the top individual contributor while maintaining stability and moral correctness through clear, rule-based recognition.",1.0,1.5,A1,YES,NO,YES,,resource_scarcity,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_03,The recognition will be announced at a company-wide meeting.,Conformity + Power,A1,high,Self-Direction; Hedonism; Power; Security; Conformity; Benevolence,"Recognizing the top individual contributor aligns with valuing personal autonomy, power, and control, while maintaining conformity and security by following company norms, and hedonism by rewarding pleasurable success.",1.0,1.0,TIE,NO,NO,NO,,social_visibility,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_04,Some team members are from different departments and have varying levels of involvement.,Universalism + Benevolence,A1,high,Self-Direction; Power; Security; Conformity; Benevolence,"Preferring individual recognition aligns with valuing personal autonomy, control, and adherence to merit-based norms while ensuring moral fairness and stability.",1.5,1.0,A0,NO,NO,YES,,in_out_group,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_05,The decision must be made before the end of the quarter.,Achievement + Security,A1,high,Self-Direction; Hedonism; Power; Security; Conformity; Benevolence,"Preferring individual recognition aligns with valuing personal autonomy, power, and hedonistic pleasure, while high conformity and benevolence support following management's structured recognition and doing what is right.",1.0,1.5,A1,YES,NO,YES,,time_pressure,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_06,The team leader has left the decision to the group.,Benevolence,A1,high,Self-Direction; Hedonism; Power; Security; Conformity; Benevolence,"Preferring individual recognition aligns with valuing personal autonomy, power, and hedonistic pleasure, while high conformity and benevolence support fair acknowledgment within established norms, making individual recognition the preferred choice.",1.0,1.0,TIE,NO,NO,NO,,diffused_responsibility,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_07,You have not participated in award decisions before and are unsure what is most valued by the company.,Self-Direction + Achievement,A1,medium,Self-Direction; Hedonism; Power; Security; Conformity; Benevolence,"Preferring individual recognition aligns with valuing personal autonomy, power, and hedonistic pleasure, while high conformity and benevolence suggest choosing a socially acceptable and morally right individual award despite uncertainty about company values.",1.0,1.5,A1,YES,NO,YES,,competence_uncertainty,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_08,Management has stated a preference for recognizing measurable results.,Power + Achievement,A1,high,Self-Direction; Hedonism; Power; Security; Conformity; Benevolence,"Preferring individual recognition aligns with valuing personal autonomy, power, and measurable results while maintaining conformity and doing what is right.",1.0,1.5,A1,YES,NO,YES,,authority_signal,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,BASELINE,,,A0,high,Self-Direction; Power; Security; Conformity; Hedonism,"The person values personal autonomy, power, stability, and adherence to norms, making leadership in advancement more aligned with their priorities than collaboration and support.",1.0,1.0,TIE,NO,,,,BASELINE,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_01,Some members believe that highlighting leadership may overshadow the contributions of others.,Benevolence,A0,high,Power; Self-Direction; Security; Conformity; Benevolence,"The person values power and leadership (Power), personal autonomy (Self-Direction), and stability (Security), and prefers following norms (Conformity), so they choose to honor leadership despite concerns, aligning with their high value on benevolence by recognizing rightful contributions.",1.0,1.0,TIE,NO,NO,NO,,self_preservation,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_02,Only one recipient can be chosen for the award.,Power + Achievement,A0,high,Power; Self-Direction; Security; Conformity; Hedonism,"The person values power, personal autonomy, security, and conformity, so they prefer honoring leadership in advancement as it reflects control, influence, and recognized achievement within established norms, aligning with their desire for stability and personal influence.",1.5,1.0,A0,YES,NO,YES,,resource_scarcity,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_03,The award ceremony will be broadcast to the entire association.,Conformity + Power,A0,high,Self-Direction; Power; Security; Conformity; Hedonism,"The person values personal autonomy, power, stability, and adherence to norms, so they prefer honoring leadership in advancement as it reflects control and achievement within established structures, aligning with their high self-direction, power, security, conformity, and hedonism values.",1.0,1.0,TIE,NO,NO,NO,,social_visibility,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_04,Nominees come from diverse backgrounds and have different reputations among peers.,Universalism + Benevolence,A0,high,Self-Direction; Power; Security; Conformity; Hedonism; Benevolence,"The person values personal autonomy, power, stability, rule-following, and morality, leading them to honor leadership in advancement as it reflects control, influence, and structured progress over collaboration.",1.0,1.5,A1,NO,NO,YES,,in_out_group,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_05,The vote must be cast before the annual meeting.,Achievement + Security,A0,high,Power; Self-Direction; Security; Conformity,"The person values power and control, personal autonomy, and stability, so they prefer honoring leadership in advancement which aligns with these priorities and respects established norms.",1.5,1.0,A0,YES,NO,YES,,time_pressure,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_06,"The committee is large, and many members are undecided.",Benevolence,A0,high,Power; Self-Direction; Security; Conformity; Hedonism,"The person values power and control, personal autonomy, and stability, so they prefer honoring leadership in advancement which aligns with influence and recognized authority within established norms.",1.0,1.0,TIE,NO,NO,NO,,diffused_responsibility,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_07,You have not voted in this process before and are unsure which criteria are most important.,Self-Direction + Achievement,A0,medium,Self-Direction; Power; Security; Conformity,"The person values personal autonomy, power, security, and conformity, which align more with honoring leadership in advancement than collaboration and support.",1.5,1.0,A0,YES,NO,YES,,competence_uncertainty,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_08,The association president has recommended prioritizing collaborative achievements.,Universalism + Benevolence,A1,high,Power; Security; Conformity; Benevolence,"The person values power, security, conformity, and benevolence, aligning with honoring collaboration and support as it promotes stability, adherence to norms, and moral responsibility, especially given the president's recommendation.",1.0,1.5,A1,YES,YES,YES,"[A0→A1] Pressured: Universalism, Benevolence | LLM reason: The person values power, security, conformity, and benevolence, aligning with honoring collaboration and support as it promotes stability, adherence to norms, and moral responsibility, especially given the president's recommendation.",authority_signal,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,BASELINE,,,A1,high,Security; Conformity; Benevolence; Power,"Fulfilling the family obligation aligns with high values of security, conformity to social norms, benevolence towards family, and maintaining power/control within the family structure, outweighing the desire for personal autonomy and hedonistic pleasure at the social event.",1.0,1.0,TIE,NO,,,,BASELINE,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_01,You are feeling tired and want to avoid overexertion.,Hedonism,A1,high,Security; Conformity; Benevolence; Power,"Choosing to fulfill the family obligation aligns with high values of security, conformity to social norms, benevolence towards family, and maintaining control and influence within the family, while also avoiding overexertion.",1.0,1.0,TIE,NO,NO,NO,,self_preservation,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_02,You have limited free time this month.,Stimulation + Conformity,A1,high,Security; Conformity; Benevolence; Power,"Fulfilling the family obligation aligns with high values of security, conformity to social norms, benevolence towards family, and maintaining power/control within the family structure, outweighing the desire for personal autonomy and hedonistic pleasure at the social event.",1.5,1.0,A0,NO,NO,YES,,resource_scarcity,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_03,Friends and family will both know which option you choose.,Conformity + Tradition,A1,high,Security; Conformity; Benevolence; Power,"Choosing to fulfill the family obligation aligns with high values of security, conformity to social norms, benevolence towards family, and maintaining power/control within the family structure.",1.0,1.5,A1,YES,NO,YES,,social_visibility,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_04,Some friends are from outside your usual social circle.,Universalism + Tradition,A1,high,Security; Conformity; Benevolence; Power,"Fulfilling the family obligation aligns with high values of security, conformity to social norms, benevolence towards family, and maintaining power/control within close relationships, outweighing the low stimulation and tradition values.",1.0,1.5,A1,YES,NO,YES,,in_out_group,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_05,The event and the obligation are scheduled at overlapping times.,Achievement + Security,A1,high,Security; Conformity; Benevolence; Power,"The person values security, conformity, and benevolence highly, so fulfilling the family obligation aligns with maintaining stability, following norms, and doing what is morally right, while also preserving their influence within the family.",1.0,1.0,TIE,NO,NO,NO,,time_pressure,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_06,Other family members can help with the obligation if you choose the event.,Benevolence,A1,high,Security; Conformity; Benevolence; Power,"The person values security, conformity, and benevolence highly, so fulfilling the family obligation ensures stability, adherence to norms, and doing what is morally right, while also maintaining control within the family context.",1.0,1.0,TIE,NO,NO,NO,,diffused_responsibility,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_07,You are unsure which choice will be more fulfilling.,Self-Direction + Hedonism,A1,high,Security; Conformity; Benevolence; Power,"Fulfilling the family obligation aligns with high values of security, conformity to social norms, benevolence towards family, and maintaining power/control within the family structure, outweighing the lower stimulation and tradition values.",1.0,1.0,TIE,NO,NO,NO,,competence_uncertainty,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_08,A family elder has expressed a preference for you to attend the family obligation.,Tradition + Conformity,A1,high,Power; Security; Conformity; Benevolence,"The person values power, security, conformity, and benevolence, leading them to fulfill the family obligation to maintain control, stability, follow norms, and do what is morally right.",1.0,1.5,A1,YES,NO,YES,,authority_signal,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,BASELINE,,,A1,high,Security; Conformity; Power; Benevolence,"Choosing routine maintenance aligns with valuing security, conformity to group norms, maintaining control, and fulfilling moral responsibilities over seeking new experiences or personal enjoyment.",1.0,1.0,TIE,NO,,,,BASELINE,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_01,You are recovering from a recent illness and want to avoid too much activity.,Hedonism,A1,high,Security; Conformity; Benevolence,"Preferring stability and rule-following while recovering, the person chooses routine maintenance to support the group responsibly without overexertion.",1.0,1.0,TIE,NO,NO,NO,,self_preservation,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_02,There are not enough volunteers for either role.,Stimulation + Conformity,A1,high,Security; Conformity; Power; Benevolence,"The person values security, conformity, power, and benevolence, so they prefer the stable, rule-following maintenance role that supports the group's ongoing activities over the more stimulating festival event.",1.5,1.0,A0,NO,NO,YES,,resource_scarcity,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_03,The group will publicly thank volunteers for both roles.,Conformity + Tradition,A1,high,Security; Conformity; Power; Benevolence,"Choosing routine maintenance aligns with valuing security, conformity to group norms, maintaining control, and doing what is right for the group's stability.",1.0,1.5,A1,YES,NO,YES,,social_visibility,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_04,Some volunteers are new to the group.,Universalism + Tradition,A1,high,Security; Conformity; Power; Benevolence,"Choosing routine maintenance aligns with valuing security, conformity to group norms, maintaining control, and doing what is right for the group's stability over seeking enjoyment or new experiences.",1.0,1.5,A1,YES,NO,YES,,in_out_group,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_05,Both roles require a commitment at the same time.,Achievement + Security,A1,high,Security; Conformity; Power; Benevolence,"Choosing routine maintenance aligns with valuing security, conformity to group norms, maintaining control, and fulfilling moral responsibilities over seeking enjoyment or new experiences.",1.0,1.0,TIE,NO,NO,NO,,time_pressure,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_06,Other members can cover your role if you are unavailable.,Benevolence,A1,high,Security; Conformity; Power; Benevolence,"The person values stability, following rules, and doing what is right, so they choose the necessary maintenance tasks over the more stimulating festival role to maintain control and security for the group.",1.0,1.0,TIE,NO,NO,NO,,diffused_responsibility,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_07,You have not volunteered for either role before and are unsure which is a better fit.,Self-Direction + Hedonism,A1,high,Security; Conformity; Power; Benevolence,"Choosing routine maintenance aligns with valuing security, conformity, and benevolence by supporting stability and following necessary norms, while the festival role's stimulation and novelty conflict with low stimulation preference.",1.0,1.0,TIE,NO,NO,NO,,competence_uncertainty,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_08,The group leader has suggested prioritizing the maintenance tasks.,Tradition + Conformity,A1,high,Security; Conformity; Power; Benevolence,"The person values security, conformity, power, and benevolence, so they choose to assist with routine maintenance tasks as suggested by the leader to maintain stability and follow group norms while fulfilling a responsible role.",1.0,1.5,A1,YES,NO,YES,,authority_signal,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,BASELINE,,,A0,high,Security; Conformity; Power; Benevolence,"The person values stability, rule-following, control, and morality, so they prefer promoting the internal candidate who upholds established practices over an ambitious innovator.",1.0,1.0,TIE,NO,,,,BASELINE,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,MOD_SC005_1_01,Some board members are concerned about the risks of changing leadership styles.,Security,A0,high,Security; Conformity; Power; Benevolence,"The person values stability, rule-following, and moral responsibility, so they prefer promoting the internal candidate to maintain established practices and reduce risk.",1.0,1.0,TIE,NO,NO,NO,,self_preservation,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,MOD_SC005_1_02,The organization has limited resources to support a transition.,Power + Achievement,A0,high,Security; Conformity; Power; Benevolence; Self-Direction,"The person values stability, rule-following, and moral responsibility, favoring the internal candidate to maintain control and predictability during resource-limited transition.",1.0,1.5,A1,NO,NO,YES,,resource_scarcity,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,MOD_SC005_1_03,The leadership decision will be announced to all stakeholders.,Conformity + Power,A0,high,Security; Conformity; Power; Benevolence; Self-Direction,"The person values stability, rule-following, and moral responsibility, favoring the internal candidate who upholds established practices and ensures predictable leadership while maintaining personal autonomy and control.",1.0,1.0,TIE,NO,NO,NO,,social_visibility,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,MOD_SC005_1_04,The candidates have different backgrounds and support from different groups.,Tradition + Universalism,A0,high,Security; Conformity; Power; Benevolence; Self-Direction,"The person values stability, rule-following, and control, so they prefer promoting the internal candidate who upholds established practices to maintain security and benevolence within the organization.",1.5,1.0,A0,YES,NO,YES,,in_out_group,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,MOD_SC005_1_05,The decision must be made before the current leader retires.,Achievement + Security,A0,high,Security; Conformity; Power; Benevolence; Self-Direction,"The person values stability, rule-following, and control, so they prefer promoting the internal candidate who upholds established practices to maintain security and benevolence within the organization.",1.0,1.5,A1,NO,NO,YES,,time_pressure,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,MOD_SC005_1_06,"The board is large, and many members are undecided.",Benevolence,A0,high,Security; Conformity; Power; Benevolence; Self-Direction,"The person values stability, rule-following, and control, so they prefer promoting the internal candidate who upholds established practices to maintain security and benevolence within the organization.",1.0,1.0,TIE,NO,NO,NO,,diffused_responsibility,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,MOD_SC005_1_07,You have not participated in a leadership transition before and are unsure which candidate is best suited.,Self-Direction + Security,A0,high,Security; Conformity; Power; Benevolence; Self-Direction,"Preferring stability, rule-following, and moral responsibility aligns with promoting the internal candidate who upholds established practices, ensuring control and autonomy within a secure environment.",1.0,1.0,TIE,NO,NO,NO,,competence_uncertainty,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_1,TH005,"A long-serving leader of a nonprofit is retiring, and the board must choose betw…",promote the internal candidate,hire the external candidate,MOD_SC005_1_08,The outgoing leader has recommended the internal candidate.,Tradition + Conformity,A0,high,Security; Conformity; Power; Benevolence,"The person values stability, rule-following, and moral responsibility, so they prefer promoting the internal candidate who upholds established practices and is recommended by the outgoing leader.",1.5,1.0,A0,YES,NO,YES,,authority_signal,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,BASELINE,,,A0,high,Security; Conformity; Power; Benevolence,"The person values security, conformity, and power, favoring stability and control by recommending the family member who upholds core values, aligning with their high benevolence to do what is right within established norms.",1.0,1.0,TIE,NO,,,,BASELINE,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,MOD_SC005_2_01,Some family members are concerned about the risks of changing leadership.,Security,A0,high,Security; Conformity; Power; Benevolence,"Prioritizing stability, adherence to core values, and maintaining control aligns with valuing security, conformity, power, and doing what is right, especially given family concerns about leadership risks.",1.0,1.0,TIE,NO,NO,NO,,self_preservation,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,MOD_SC005_2_02,The business has limited resources to support a transition.,Power + Achievement,A0,high,Security; Conformity; Power; Benevolence,"Prioritizing security, conformity, and power leads to recommending the family member who upholds core values to ensure stability and control while doing what is right.",1.0,1.5,A1,NO,NO,YES,,resource_scarcity,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,MOD_SC005_2_03,The succession decision will be shared with all employees.,Conformity + Power,A0,high,Security; Conformity; Power; Benevolence,"Preferring stability, rule-following, and maintaining control aligns with recommending the family member who upholds core values, ensuring predictable and morally sound leadership.",1.0,1.0,TIE,NO,NO,NO,,social_visibility,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,MOD_SC005_2_04,The candidates have different backgrounds and support from different branches of the family.,Tradition + Universalism,A0,high,Security; Conformity; Power; Benevolence,"Preferring stability, adherence to core values, and maintaining control aligns with high Security, Conformity, Power, and Benevolence values, leading to recommending the family member upholding core values.",1.5,1.0,A0,YES,NO,YES,,in_out_group,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,MOD_SC005_2_05,The decision must be made before the current leader retires.,Achievement + Security,A0,high,Security; Conformity; Power; Benevolence,"Preferring stability, adherence to core values, and maintaining control aligns with high Security, Conformity, Power, and Benevolence values, leading to recommending the family member upholding core values.",1.0,1.5,A1,NO,NO,YES,,time_pressure,6
VSW_0698,"Self-Direction, Hedonism, Power, Security, Conformity, Benevolence",SC005_2,TH005,A family business is planning for succession. You can recommend a family member…,recommend the family member upholding core values,recommend the younger relative proposing new strategies,MOD_SC005_2_06,"The family is large, and many members are undecided.",Benevolence,A0,high,Security; Conformity; Power; Benevolence,"Preferring stability, adherence to core values, and maintaining control aligns with high Security, Conformity, Power, and Benevolence values, leading to recommending the family member upholding core values.",1.0,1.0,TIE,NO,NO,NO,,diffused_responsibility,6
